path,domain,min_monet_nn,phash
data\photo_jpg\39545bce2e.jpg,photo,0.27595841884613037,c515770f7ac21ed0
data\photo_jpg\396b917aad.jpg,photo,0.27116215229034424,c5e2433173b9ec58
data\photo_jpg\39780192ea.jpg,photo,0.3389601707458496,dc6b53638c14c9b3
data\photo_jpg\398849f59d.jpg,photo,0.24202179908752441,cde51b1524e1e3c6
data\photo_jpg\39b7d694de.jpg,photo,0.19082677364349365,8cb6f3589c0362fc
data\photo_jpg\39c1270676.jpg,photo,0.24761700630187988,932473e58a9db4c3
data\photo_jpg\39db6bdbbe.jpg,photo,0.26580315828323364,c1c20f1ff4e52978
data\photo_jpg\39ff1e8568.jpg,photo,0.24852782487869263,94954e46a3fa5b70
data\photo_jpg\3a0046ee0d.jpg,photo,0.3136025667190552,e5d0df9a1b2029e5
data\photo_jpg\3a00c416f6.jpg,photo,0.23025357723236084,d5d53337051c9cc5
data\photo_jpg\3a2f29ea97.jpg,photo,0.27946364879608154,de9dfe808e982706
data\photo_jpg\3a36ff8b4b.jpg,photo,0.20358997583389282,c0d033be7e1fd0c1
data\photo_jpg\3a423d3645.jpg,photo,0.29146134853363037,8c2e63d49cb3674c
data\photo_jpg\3a4414aa6b.jpg,photo,0.32403600215911865,91a599cf2e1664b3
data\photo_jpg\3a582c9914.jpg,photo,0.20820677280426025,8dab389ec1686d6c
data\photo_jpg\3a5b6e28e0.jpg,photo,0.2879716157913208,97b62c9b92848dd9
data\photo_jpg\3a5c7e707a.jpg,photo,0.2581518292427063,d5df29200ac5d7ac
data\photo_jpg\3a747d8723.jpg,photo,0.3105546832084656,98dc8b03437cfc9c
data\photo_jpg\3a7a0992dd.jpg,photo,0.403595507144928,c6b9744399e461ce
data\photo_jpg\3a82bd4f2a.jpg,photo,0.23918211460113525,af807f80bf405eb4
data\photo_jpg\3a872d9357.jpg,photo,0.25330913066864014,d97162960db331ec
data\photo_jpg\3a91a66bdd.jpg,photo,0.3019554018974304,996e36c9e11c4ab9
data\photo_jpg\3a9483311f.jpg,photo,0.22230559587478638,94a76358d464677c
data\photo_jpg\3a9d528df2.jpg,photo,0.2996762990951538,a49b5e34314fb163
data\photo_jpg\3ab31603e2.jpg,photo,0.2717692255973816,c5c7b9b6121aa1ad
data\photo_jpg\3abca1ec15.jpg,photo,0.3043695092201233,ecabb0b8047ee3e0
data\photo_jpg\3ac5c5efeb.jpg,photo,0.26772361993789673,a2552ad5ba45e39a
data\photo_jpg\3acafb52ae.jpg,photo,0.30737459659576416,ca49a5ab7d967203
data\photo_jpg\3ad0aa389f.jpg,photo,0.25919634103775024,d4d4d5b4754da981
data\photo_jpg\3ade5505ba.jpg,photo,0.24601173400878906,eeaf0e4ecaca9212
data\photo_jpg\3adf6a85e3.jpg,photo,0.2953767776489258,af3d91c6c472d06a
data\photo_jpg\3af0aaf3ee.jpg,photo,0.24756324291229248,94827b75e4233adc
data\photo_jpg\3af3151f7f.jpg,photo,0.25389862060546875,ac67fc00c35cd51b
data\photo_jpg\3afa5083c1.jpg,photo,0.2681739330291748,f2062ee286ed7638
data\photo_jpg\3b047fc766.jpg,photo,0.20354348421096802,94c36a3c33cc63b3
data\photo_jpg\3b20ee7aa5.jpg,photo,0.33939385414123535,c7e36571381e988d
data\photo_jpg\3b28c6b97b.jpg,photo,0.27101725339889526,a5d8582d36da493d
data\photo_jpg\3b312d0ac5.jpg,photo,0.19965124130249023,d8d871cf076b23b0
data\photo_jpg\3b368db4be.jpg,photo,0.2647402286529541,cec43438d9b3330f
data\photo_jpg\3b3f9ecd9d.jpg,photo,0.30752646923065186,9c7b0f95700772b2
data\photo_jpg\3b3fd02a40.jpg,photo,0.26713937520980835,9499cc67526b6572
data\photo_jpg\3b465f08bf.jpg,photo,0.33011573553085327,c468b5d32dd2c936
data\photo_jpg\3b4b485df5.jpg,photo,0.2774883508682251,c194a5688b674f3b
data\photo_jpg\3b4e045bb7.jpg,photo,0.3338097333908081,dc8da0f5db423c2c
data\photo_jpg\3b57973eb2.jpg,photo,0.25434285402297974,c6f8d91e3984c6e1
data\photo_jpg\3b5d843f5a.jpg,photo,0.26173895597457886,c8a39966791c87b9
data\photo_jpg\3b64a40750.jpg,photo,0.20437407493591309,82a27c54a52f9f47
data\photo_jpg\3b6a39a00d.jpg,photo,0.37490904331207275,cb15e01fc3bcc037
data\photo_jpg\3b6c01176c.jpg,photo,0.209225594997406,cdc9cb9433369427
data\photo_jpg\3b71b87d37.jpg,photo,0.3275216817855835,cdcad9b3b031303e
data\photo_jpg\3b76682887.jpg,photo,0.2674410343170166,84d65b2924526faf
data\photo_jpg\3b855caae4.jpg,photo,0.2773844003677368,cc4991ceaef1ccb0
data\photo_jpg\3bae3d1712.jpg,photo,0.2077021598815918,81a57501995ed3f3
data\photo_jpg\3bc75876be.jpg,photo,0.23556548357009888,a6594c3778d3c2d4
data\photo_jpg\3bcafe027c.jpg,photo,0.2261555790901184,d4f5ca122eca91f4
data\photo_jpg\3bcc67701d.jpg,photo,0.25735151767730713,91856b7e4e597213
data\photo_jpg\3bd85aead5.jpg,photo,0.27871304750442505,d0d5d78a352a5ae4
data\photo_jpg\3bd8747102.jpg,photo,0.2121725082397461,ccb32479d9d62629
data\photo_jpg\3bd9ddc108.jpg,photo,0.21660339832305908,818bb2d4fc2f3385
data\photo_jpg\3be1aea5fc.jpg,photo,0.28719455003738403,c9ede6d790163622
data\photo_jpg\3bed43f9f6.jpg,photo,0.2621324062347412,90ae6fd1c0af3a34
data\photo_jpg\3bf9ac1eb3.jpg,photo,0.2850315570831299,c33207f84e651fe8
data\photo_jpg\3bff224652.jpg,photo,0.2853924632072449,a5ad161430b5ed6e
data\photo_jpg\3c048f020d.jpg,photo,0.29324042797088623,88972b68171fe4e9
data\photo_jpg\3c07362391.jpg,photo,0.32940465211868286,be963f991d017c21
data\photo_jpg\3c1963d1f8.jpg,photo,0.30555617809295654,92e367b786873318
data\photo_jpg\3c21346fb9.jpg,photo,0.21456730365753174,c976b46a93ec1781
data\photo_jpg\3c327deaca.jpg,photo,0.34126120805740356,91c73eb8817c4bd8
data\photo_jpg\3c3c78be02.jpg,photo,0.2417197823524475,8494d439796e7a4e
data\photo_jpg\3c4406fa5a.jpg,photo,0.25368744134902954,959a5aa5d25aad52
data\photo_jpg\3c52316f14.jpg,photo,0.4687844514846802,9969669699c96276
data\photo_jpg\3c53ee8af8.jpg,photo,0.2687557339668274,cab491e8e6711abc
data\photo_jpg\3c5cdd7090.jpg,photo,0.2584378123283386,bfb7ce07089883cc
data\photo_jpg\3c5e76d1e3.jpg,photo,0.22748219966888428,95b9b22e65c32b4c
data\photo_jpg\3c65d848ee.jpg,photo,0.23019707202911377,dbc96734b1e13898
data\photo_jpg\3c6fe5de40.jpg,photo,0.24450254440307617,a4d23dda07f0c23d
data\photo_jpg\3c72375e57.jpg,photo,0.2916886806488037,d18d2c52972cf257
data\photo_jpg\3c7383e41b.jpg,photo,0.2691648006439209,858dcd450763f3e1
data\photo_jpg\3c750a98db.jpg,photo,0.22241508960723877,8ec66543de9d053a
data\photo_jpg\3c7a019967.jpg,photo,0.25247085094451904,f0bd9c6c315aa463
data\photo_jpg\3c840700fc.jpg,photo,0.2367943525314331,9180edbe563783cc
data\photo_jpg\3c8591595d.jpg,photo,0.2619136571884155,cc72a782177da5c4
data\photo_jpg\3c8d055dde.jpg,photo,0.2547178268432617,c569f14c25d3e865
data\photo_jpg\3c8de7efcc.jpg,photo,0.255340039730072,a4a5210e99db79ce
data\photo_jpg\3c92f9da89.jpg,photo,0.2698156237602234,d6d9686603f81f07
data\photo_jpg\3ca88b5bae.jpg,photo,0.22307223081588745,95cb951e4390379d
data\photo_jpg\3caa03fcca.jpg,photo,0.24790316820144653,91916d6d2f85e8b8
data\photo_jpg\3cc4339658.jpg,photo,0.2790263295173645,cdc6363055e4e07e
data\photo_jpg\3cc6896a14.jpg,photo,0.2166193723678589,9ce4788fa6780793
data\photo_jpg\3cc973e9c6.jpg,photo,0.23349851369857788,85a552527e4ca9bd
data\photo_jpg\3cca867846.jpg,photo,0.2869917154312134,ec3d0c62439a97f1
data\photo_jpg\3ccbf381cc.jpg,photo,0.25313103199005127,d9866738264279d7
data\photo_jpg\3cd0ce8fcd.jpg,photo,0.2585334777832031,c2028fbdfd792286
data\photo_jpg\3cd43a2690.jpg,photo,0.37260985374450684,c5c639934e661b1d
data\photo_jpg\3cdbcd6c29.jpg,photo,0.2762066721916199,b4ffeaa0542a29b4
data\photo_jpg\3ce8fe7b80.jpg,photo,0.2704881429672241,c6c7c841eb704f0f
data\photo_jpg\3cf977901c.jpg,photo,0.2438216209411621,95e15e81ea1e21fa
data\photo_jpg\3cff22e3c9.jpg,photo,0.20895826816558838,c4c17a5e613ccfa1
data\photo_jpg\3d038050b2.jpg,photo,0.30158573389053345,df862ce430f212fc
data\photo_jpg\3d0982bebb.jpg,photo,0.2450835108757019,e382d314b11e3ef2
data\photo_jpg\3d0e0ead31.jpg,photo,0.26253658533096313,9824bbabb6852a9b
data\photo_jpg\3d14523c1f.jpg,photo,0.3019765615463257,9c9d62669c59698e
data\photo_jpg\3d165d2aad.jpg,photo,0.2010122537612915,9fa06047bdb846e3
data\photo_jpg\3d204371c7.jpg,photo,0.2996729016304016,85a65999e2372cf2
data\photo_jpg\3d29c7439f.jpg,photo,0.2769848108291626,992d2cb5a7a56526
data\photo_jpg\3d2c394405.jpg,photo,0.23287475109100342,d8a3f009bc376cc3
data\photo_jpg\3d3b9f4ba1.jpg,photo,0.2814236879348755,d4dc1923e45d81fa
data\photo_jpg\3d69e148e8.jpg,photo,0.2910749912261963,d490fb43579328e5
data\photo_jpg\3d6b2aa9d4.jpg,photo,0.21350860595703125,daab6cac32c64e49
data\photo_jpg\3d6ef1f43d.jpg,photo,0.2770390510559082,969779690082bf7c
data\photo_jpg\3d70ef0d7c.jpg,photo,0.19904381036758423,d5e2c331115879fc
data\photo_jpg\3d71b5934b.jpg,photo,0.24278175830841064,abb5d6c0c92e3592
data\photo_jpg\3d8835b84d.jpg,photo,0.2539522647857666,99bffec0064628b9
data\photo_jpg\3d89a7a1c4.jpg,photo,0.27535343170166016,df9a806a279138cf
data\photo_jpg\3d89fa1a08.jpg,photo,0.25213372707366943,fa60e42cb133969b
data\photo_jpg\3d8fd794f8.jpg,photo,0.28312253952026367,c41badd27b65909a
data\photo_jpg\3d961be033.jpg,photo,0.26401805877685547,97b75d6da608198a
data\photo_jpg\3da4c699b8.jpg,photo,0.3156769275665283,c5c728397e611f61
data\photo_jpg\3db43d9a04.jpg,photo,0.30606943368911743,c8c819191dfef26a
data\photo_jpg\3db8bf2299.jpg,photo,0.2704932689666748,93c836a19e68785f
data\photo_jpg\3dc62c7550.jpg,photo,0.3024967312812805,e29d382b155a65f8
data\photo_jpg\3dc69fb234.jpg,photo,0.23057037591934204,dcb1538eb813ee88
data\photo_jpg\3dcb9f50ff.jpg,photo,0.28418540954589844,c51c3b6171385b97
data\photo_jpg\3dcdf82bcd.jpg,photo,0.29124748706817627,d4814d3aa7708ff2
data\photo_jpg\3dcf18bba9.jpg,photo,0.39231640100479126,e7acd17133276194
data\photo_jpg\3dd2d3096b.jpg,photo,0.21174472570419312,95973091d16f3333
data\photo_jpg\3de3c8151d.jpg,photo,0.2658546566963196,dc3e2f81c0f83c66
data\photo_jpg\3dfd77c751.jpg,photo,0.3196873068809509,9c4c0c8ccb26b7db
data\photo_jpg\3e0479c7a4.jpg,photo,0.28456902503967285,d193333a3a054ef9
data\photo_jpg\3e097a4c02.jpg,photo,0.28251051902770996,d9663e8fd138cc06
data\photo_jpg\3e1cd24e83.jpg,photo,0.25547856092453003,b2b2242dc1d86d7e
data\photo_jpg\3e1dfc9dc0.jpg,photo,0.20931029319763184,d0d5e71818e7e05d
data\photo_jpg\3e2d480716.jpg,photo,0.26399242877960205,90840ed4f13d1fd7
data\photo_jpg\3e31646935.jpg,photo,0.27001750469207764,91a6f765529ca0e3
data\photo_jpg\3e3b342a95.jpg,photo,0.2963367700576782,d2803d256bf46e2d
data\photo_jpg\3e4c86049d.jpg,photo,0.21079504489898682,e6e199dc44a6b259
data\photo_jpg\3e4e2f5b6e.jpg,photo,0.27080243825912476,9e23691dc69a33c9
data\photo_jpg\3e4edba19d.jpg,photo,0.26228463649749756,bd83276362a82c6f
data\photo_jpg\3e60c7241a.jpg,photo,0.3428497910499573,8e88295f1a7176ae
data\photo_jpg\3e780ed289.jpg,photo,0.3448054790496826,f85a87622cc968b7
data\photo_jpg\3e806e2a4a.jpg,photo,0.2810099124908447,c9d6ac58172cd2b5
data\photo_jpg\3e9809b35e.jpg,photo,0.269972026348114,93a965b21a6db496
data\photo_jpg\3ea3ae5954.jpg,photo,0.37566810846328735,c5960be1e86253dd
data\photo_jpg\3ea96d7fbd.jpg,photo,0.26726436614990234,c8952b67d9d33429
data\photo_jpg\3eaa214d3d.jpg,photo,0.2629150152206421,90e18a90267b7d7d
data\photo_jpg\3eab0e9d77.jpg,photo,0.23156684637069702,bb6c6311c67d3384
data\photo_jpg\3eb7c094c0.jpg,photo,0.26746493577957153,8686b1ba7337498b
data\photo_jpg\3ebc8a4013.jpg,photo,0.2505103349685669,d472433f6d632d88
data\photo_jpg\3ec2bb5a0c.jpg,photo,0.16875791549682617,f3f2810c4e7cf0a5
data\photo_jpg\3ec4f57f74.jpg,photo,0.22250187397003174,f8d599a9b01a82eb
data\photo_jpg\3ecedf69d8.jpg,photo,0.3056204915046692,e00f1fe09f8f0f42
data\photo_jpg\3ed12a78ce.jpg,photo,0.2710166573524475,c5ee3b19d3eb2810
data\photo_jpg\3edae2ef79.jpg,photo,0.24318158626556396,c188f8fe3c8c8747
data\photo_jpg\3edc9197e7.jpg,photo,0.3320590853691101,dd9f2920b6792907
data\photo_jpg\3ee4497b2e.jpg,photo,0.2760363221168518,911dec621ca56f78
data\photo_jpg\3ee7eb408c.jpg,photo,0.3982435464859009,b8c7c71c38c3c7a1
data\photo_jpg\3f0362f12d.jpg,photo,0.25714540481567383,d46f2e02f0f03c9e
data\photo_jpg\3f0738d8dc.jpg,photo,0.2430037260055542,9b966639788c9c66
data\photo_jpg\3f0a7330bd.jpg,photo,0.3605085015296936,e0dfe01e2f0998c7
data\photo_jpg\3f1191a447.jpg,photo,0.2143707275390625,84901b9b3f7336d4
data\photo_jpg\3f1942ac5e.jpg,photo,0.2864682078361511,873deb2b5a169521
data\photo_jpg\3f220a6caa.jpg,photo,0.3413841724395752,d3455bac3d7c9091
data\photo_jpg\3f28319f81.jpg,photo,0.2991757392883301,926d73944d9364da
data\photo_jpg\3f2a4b6406.jpg,photo,0.29361993074417114,954a35cb65996a95
data\photo_jpg\3f3e610d58.jpg,photo,0.20248264074325562,c499da6e18a4dbe4
data\photo_jpg\3f53c08114.jpg,photo,0.36759841442108154,c0bfbfd83c471013
data\photo_jpg\3f5bc8d85c.jpg,photo,0.18571460247039795,80a53f4fe9c07636
data\photo_jpg\3f615bc675.jpg,photo,0.278375506401062,c3d45c3727a7644c
data\photo_jpg\3f6489dfa3.jpg,photo,0.28521597385406494,8589d2f0a8bb3ba6
data\photo_jpg\3f6e1ac2ae.jpg,photo,0.20197069644927979,dbda3e2e2d0b88b0
data\photo_jpg\3f70cec894.jpg,photo,0.23827660083770752,9587e16c7b3a0699
data\photo_jpg\3f7dc6a469.jpg,photo,0.22907745838165283,87a3591a2751c53f
data\photo_jpg\3f844f5b59.jpg,photo,0.4731501340866089,a14e31f226396eb9
data\photo_jpg\3f8fd85f1c.jpg,photo,0.32413774728775024,f8dff3002430731f
data\photo_jpg\3f91546f37.jpg,photo,0.4051138162612915,e3ae8c9c9c999c91
data\photo_jpg\3f97bcc230.jpg,photo,0.26021331548690796,89b8d06246be3e1f
data\photo_jpg\3f9d9b6972.jpg,photo,0.2054586410522461,8cd0e0b8635f9ccd
data\photo_jpg\3fa1aa1d56.jpg,photo,0.23940443992614746,bf9849aea7b09807
data\photo_jpg\3fa61d1b59.jpg,photo,0.4426537752151489,82a94a0738fe2e5f
data\photo_jpg\3fa89cdb0f.jpg,photo,0.2695573568344116,d1d437316e48db52
data\photo_jpg\3facf2de42.jpg,photo,0.3505842685699463,9e9e0320eac7cbb2
data\photo_jpg\3fc01a1f5a.jpg,photo,0.35665416717529297,9cc4bcd28c76e299
data\photo_jpg\3fc29d7b01.jpg,photo,0.44827038049697876,9a9a328dd9358bd2
data\photo_jpg\3fcabb43e0.jpg,photo,0.2283337116241455,d2fadb17839c42b0
data\photo_jpg\3fce3b2092.jpg,photo,0.2716890573501587,d1c92b3d34134fac
data\photo_jpg\3fd5f45733.jpg,photo,0.3106221556663513,bf94c06a85b5d07a
data\photo_jpg\3fe71e2f91.jpg,photo,0.20365869998931885,b93fc4e0c4078f47
data\photo_jpg\3ff9d14627.jpg,photo,0.26789969205856323,de99f17062ce8692
data\photo_jpg\3ffcf75444.jpg,photo,0.288310706615448,d7976a400e747783
data\photo_jpg\4006643077.jpg,photo,0.24742591381072998,d3c4a41b66d28db6
data\photo_jpg\400dd42483.jpg,photo,0.2598975896835327,9781b16e68d0cc77
data\photo_jpg\401c79161f.jpg,photo,0.28789591789245605,91bc95ce227b668a
data\photo_jpg\402358e99c.jpg,photo,0.15995460748672485,c9f7a24a4b85b94a
data\photo_jpg\402da39edd.jpg,photo,0.2569535970687866,fca1a1d491724ff0
data\photo_jpg\4033c4fd83.jpg,photo,0.21663182973861694,8ccbc19c3e336b0e
data\photo_jpg\4035bcf4c5.jpg,photo,0.22038155794143677,ce97b124bd8e1782
data\photo_jpg\40365d3029.jpg,photo,0.25609761476516724,92c9e4d24f60b93e
data\photo_jpg\403a9eb385.jpg,photo,0.24636346101760864,8df3f0a96039de44
data\photo_jpg\4044bcfa56.jpg,photo,0.2825208306312561,aeaa413e65d09ba6
data\photo_jpg\40454944a3.jpg,photo,0.16181302070617676,87d770813c8d6ea6
data\photo_jpg\4051c9b480.jpg,photo,0.1959356665611267,9aa87365269c27ab
data\photo_jpg\405d277475.jpg,photo,0.2932240962982178,f881831ffc5081f7
data\photo_jpg\40634ec806.jpg,photo,0.3119139075279236,d8f2f8fcf0f8e000
data\photo_jpg\4069034d1b.jpg,photo,0.3618142008781433,ae91d03be5e49859
data\photo_jpg\4069c14970.jpg,photo,0.369681715965271,c50b33f508f53279
data\photo_jpg\4069eee71a.jpg,photo,0.25279146432876587,fcfc0cc34d0dcd03
data\photo_jpg\406f7f455a.jpg,photo,0.20206093788146973,d3e68c197ee0829e
data\photo_jpg\40773a3569.jpg,photo,0.2620965838432312,9c6a2798ed33d864
data\photo_jpg\407ded2317.jpg,photo,0.3660016655921936,a5e47c89de138273
data\photo_jpg\408a7ed2d4.jpg,photo,0.2664910554885864,929054787d3d3ec6
data\photo_jpg\408ae2c4d3.jpg,photo,0.23077237606048584,b0e2848b594a7cfe
data\photo_jpg\408c4b86d7.jpg,photo,0.19378691911697388,9de2e6584596e364
data\photo_jpg\409f830e91.jpg,photo,0.27888959646224976,c3c33c3c3f4363c2
data\photo_jpg\40a2829478.jpg,photo,0.31098753213882446,989c676738d86c33
data\photo_jpg\40abbf6272.jpg,photo,0.3195798993110657,86795ce695e8103f
data\photo_jpg\40b341cce7.jpg,photo,0.18617337942123413,90b36c896ffc6b01
data\photo_jpg\40b814831c.jpg,photo,0.3090081810951233,bfe0be87c0124f45
data\photo_jpg\40ba4c1ee0.jpg,photo,0.21666669845581055,aaa85453e6e63995
data\photo_jpg\40cd40f4ce.jpg,photo,0.29652780294418335,9cbc6cb9330f2949
data\photo_jpg\40d46c10bd.jpg,photo,0.26670944690704346,c8b41f6f3b9c22d0
data\photo_jpg\40d6a5963b.jpg,photo,0.2323627471923828,94cc54299f0763f5
data\photo_jpg\40dbef5e74.jpg,photo,0.2775777578353882,e4a6931b7b6cc489
data\photo_jpg\40e2fb2f62.jpg,photo,0.26609694957733154,e7a41823758ef06d
data\photo_jpg\410a15d160.jpg,photo,0.3079177141189575,80b05b6f964d27da
data\photo_jpg\410c1279f0.jpg,photo,0.22948384284973145,8381d1d5d58cacde
data\photo_jpg\410f1753ab.jpg,photo,0.31908196210861206,c49418cb676dc3f2
data\photo_jpg\4113173d13.jpg,photo,0.26419806480407715,92866e6ced833734
data\photo_jpg\411424ff38.jpg,photo,0.20475167036056519,a38080777d79cb8b
data\photo_jpg\4115b492be.jpg,photo,0.23809778690338135,c1e72b3afc389514
data\photo_jpg\411728406b.jpg,photo,0.28565311431884766,85896a2d2f2f33b1
data\photo_jpg\411cbac479.jpg,photo,0.22586268186569214,959beb062fc2807d
data\photo_jpg\41316be2ab.jpg,photo,0.2713134288787842,9894b4a62fc94b7a
data\photo_jpg\4134a75abc.jpg,photo,0.2887430787086487,fc2e2b9509725c3a
data\photo_jpg\413aa936b2.jpg,photo,0.27845072746276855,dba681bc1d196669
data\photo_jpg\414a144db4.jpg,photo,0.258012056350708,bc98959e85c8fe81
data\photo_jpg\4151207d56.jpg,photo,0.30078262090682983,90c55f24659f8f34
data\photo_jpg\415a165321.jpg,photo,0.26758092641830444,883aedd872278e6c
data\photo_jpg\4166c63775.jpg,photo,0.36434614658355713,b286687969ade58c
data\photo_jpg\416e06ae04.jpg,photo,0.28786611557006836,d1cb3ce4cd724c68
data\photo_jpg\416e954665.jpg,photo,0.3051999807357788,9cc163babc6ca383
data\photo_jpg\416fcde5d2.jpg,photo,0.17379432916641235,9ca29d961e672ac6
data\photo_jpg\4170ddf51d.jpg,photo,0.32235097885131836,d1373e8a424b7d15
data\photo_jpg\417769579b.jpg,photo,0.24996811151504517,cae93718e5d439a4
data\photo_jpg\417c141022.jpg,photo,0.1673094630241394,b7b4434b6ba47407
data\photo_jpg\417f9dbce5.jpg,photo,0.31360507011413574,801bb9711fcb7f04
data\photo_jpg\4185e8411e.jpg,photo,0.188637375831604,c4d07b6b8cda1a2b
data\photo_jpg\418d1c582c.jpg,photo,0.2648751139640808,9cd8d995f7462ca0
data\photo_jpg\419385f134.jpg,photo,0.20680350065231323,9dc267399cc63a29
data\photo_jpg\4197e5cf91.jpg,photo,0.3102834224700928,d9de61913cf14235
data\photo_jpg\419c88186c.jpg,photo,0.2657622694969177,8388c4d967e45b6b
data\photo_jpg\41a0c9b77b.jpg,photo,0.22249317169189453,d4a3fc533089d875
data\photo_jpg\41a6a58a06.jpg,photo,0.15672177076339722,d2d4e4e62e1d09cb
data\photo_jpg\41aab05613.jpg,photo,0.317432165145874,9c9ed95301f3ec41
data\photo_jpg\41c988e839.jpg,photo,0.24870723485946655,80c17a37583efce1
data\photo_jpg\41ca266a6d.jpg,photo,0.32257509231567383,c1972d6bd229360f
data\photo_jpg\41d6d46378.jpg,photo,0.26331859827041626,91d0e70f3b93d063
data\photo_jpg\41da9742ed.jpg,photo,0.3870047330856323,9678cbb6788b34c8
data\photo_jpg\41df7d5e43.jpg,photo,0.3030208349227905,cdccca8a70707756
data\photo_jpg\41ec0c9e94.jpg,photo,0.27157890796661377,d0e2f5764dcd8a82
data\photo_jpg\41ed759f87.jpg,photo,0.2685700058937073,937acc999395941e
data\photo_jpg\41f062b74b.jpg,photo,0.28449392318725586,d2ed6d1293ec212b
data\photo_jpg\41f4b96cdd.jpg,photo,0.24663078784942627,c5e36373398b1c68
data\photo_jpg\420386aab6.jpg,photo,0.1941881775856018,99da2677499c5aa1
data\photo_jpg\421cf4d925.jpg,photo,0.42103755474090576,dfc2a280eaa2b2be
data\photo_jpg\4234c4fa4a.jpg,photo,0.1816653609275818,81c2a4fb9172766d
data\photo_jpg\4246be6f2b.jpg,photo,0.25012457370758057,a9becb609e2194ea
data\photo_jpg\4252a6b79d.jpg,photo,0.24854284524917603,9f7078dd06f95214
data\photo_jpg\4255eb0cb0.jpg,photo,0.2587932348251343,abf51c0a33e70c63
data\photo_jpg\4262ee33cf.jpg,photo,0.24292665719985962,cfc6dc703985c626
data\photo_jpg\4263de0622.jpg,photo,0.2280181646347046,9ba44c3b4ed8d24b
data\photo_jpg\42703f8185.jpg,photo,0.25383538007736206,95d11b9b37489897
data\photo_jpg\428066cbb6.jpg,photo,0.21449792385101318,9812d689c3f7e8c9
data\photo_jpg\428516308c.jpg,photo,0.22961890697479248,dbdb2c24639f0664
data\photo_jpg\428cfa30a0.jpg,photo,0.29466307163238525,a45b2dd649b65b24
data\photo_jpg\42a17f2513.jpg,photo,0.2063770294189453,d1d50b053c75c9cb
data\photo_jpg\42a2c9c2a9.jpg,photo,0.333402156829834,c0c523b53b1bdaca
data\photo_jpg\42a90ee8fd.jpg,photo,0.2882593274116516,c6315a2a3d5a69d5
data\photo_jpg\42b38b3ecf.jpg,photo,0.3082437515258789,ab957ee0341fc12c
data\photo_jpg\42b7ed6caf.jpg,photo,0.23316043615341187,c3be91a319237b62
data\photo_jpg\42b9334189.jpg,photo,0.22863513231277466,c5957a67274bc581
data\photo_jpg\42d09ebeef.jpg,photo,0.2580377459526062,809d1f48bf9b643a
data\photo_jpg\42d7e15840.jpg,photo,0.29152584075927734,9895ea6a6e7131b1
data\photo_jpg\42d95f5656.jpg,photo,0.23550057411193848,91a96056ba3a69db
data\photo_jpg\42d9791966.jpg,photo,0.22483140230178833,8578ea973c78630b
data\photo_jpg\42db3f6bfb.jpg,photo,0.29780465364456177,9c86726f7621d90d
data\photo_jpg\42e33a0f4e.jpg,photo,0.20820993185043335,8d8459379b359aa5
data\photo_jpg\42e6bc6527.jpg,photo,0.22401493787765503,f40c237ecc9ae83c
data\photo_jpg\42f2c8badb.jpg,photo,0.32013964653015137,8bc93c077d9a6338
data\photo_jpg\42f67a0c9b.jpg,photo,0.21869808435440063,9497b32c6c63a1bc
data\photo_jpg\430365e84b.jpg,photo,0.27659839391708374,e8288fd718c277b8
data\photo_jpg\4308c43102.jpg,photo,0.3546820878982544,c0167fec3e888b87
data\photo_jpg\4325d69fe4.jpg,photo,0.22630542516708374,c2f8f9c28d1ccc39
data\photo_jpg\4327a26f90.jpg,photo,0.25835615396499634,b9b4d8e087468be5
data\photo_jpg\432c4949ea.jpg,photo,0.3624073266983032,dcc1d00fe53ec1d8
data\photo_jpg\432c77e7ff.jpg,photo,0.23464888334274292,d9fcf7d394918401
data\photo_jpg\433f72e01b.jpg,photo,0.33601242303848267,d4b27235daa829dc
data\photo_jpg\43425f75c3.jpg,photo,0.30308496952056885,c0d636364d2f2d39
data\photo_jpg\4346c649be.jpg,photo,0.22039735317230225,d91d67e204b46537
data\photo_jpg\43519ebdda.jpg,photo,0.3212263584136963,92d4e561789acf26
data\photo_jpg\436544ba60.jpg,photo,0.19329243898391724,a4d2b5114abcc5fa
data\photo_jpg\436738950d.jpg,photo,0.17972099781036377,c03b256eb1c49fe4
data\photo_jpg\4367fc0915.jpg,photo,0.2753790020942688,91947e2145fe9365
data\photo_jpg\437bce391c.jpg,photo,0.29504501819610596,9a2d6a9235eb2e34
data\photo_jpg\437d311cfe.jpg,photo,0.22217178344726562,95e290c239ef630f
data\photo_jpg\439be152be.jpg,photo,0.3678567409515381,d59aa4b1216f5a1b
data\photo_jpg\43a246cd29.jpg,photo,0.2953188419342041,852b958bc472717d
data\photo_jpg\43a3471132.jpg,photo,0.25152385234832764,cccc37c32278d92b
data\photo_jpg\43a5271014.jpg,photo,0.266851007938385,90841e1d7b39ade9
data\photo_jpg\43b2557047.jpg,photo,0.2553046941757202,d49b0b46b0b95ace
data\photo_jpg\43b5bdf41c.jpg,photo,0.314613938331604,d5c46ad331c9e8e4
data\photo_jpg\43b6f98955.jpg,photo,0.21382427215576172,dadb290d16f2c529
data\photo_jpg\43bcfa7f99.jpg,photo,0.22769558429718018,9ddf3c4962ad022b
data\photo_jpg\43be6f2003.jpg,photo,0.2281673550605774,e0c06125cf0f3efc
